NMF,SVD,CoClustering,SlopeOne,NormalPredictor,BaselineOnly,KNNWithMeans_ItemBased,KNNWithMeans_UserBased,KNNBasic_ItemBased,KNNBasic_UserBased
0.610355177663029,0.6126652986278301,0.600779352778467,0.6167660925822313,0.4783718578537838,0.6117758879765556,0.6178155846253999,0.6075778553194173,0.546970078985247,0.6239971119889866
0.6226218300256823,0.6450764879793769,0.5918514911767088,0.6166062036618074,0.44374739147748576,0.6450538038366692,0.6231663308477535,0.6152006213063588,0.5811389516855135,0.5469256033416139
0.601696434286727,0.6189290946249872,0.598219362501203,0.6122506665031549,0.4915073786936451,0.6202681206301112,0.6085444445070385,0.6120674636103267,0.5960467463804708,0.613801612443521
0.540716263674138,0.5560417586942411,0.5237780979595204,0.5510357792171929,0.442225802951948,0.558869729675405,0.5425033260356165,0.5352482860549115,0.48918469401753367,0.540936215609424
0.6270374217746788,0.6603457019825497,0.5677416605960838,0.6346970914123246,0.5111136996943093,0.6579041085473917,0.6335685060574171,0.6265379179050264,0.6064067147578169,0.6372505592310632
0.6193597712942321,0.6381603943848966,0.609213479122638,0.6348440469595737,0.4746317036861309,0.6365994305946675,0.6287275252482515,0.6277787611871322,0.5765186888830208,0.6155993891116001
0.5766959868445106,0.5903301962182668,0.5612623591700826,0.574942186719976,0.483757021542653,0.5872282145909066,0.5804017027280796,0.5833848273697033,0.5782068173907515,0.585073232556202
0.5896184590560074,0.5970589506582195,0.5930259204752533,0.5996705333660767,0.47397908032089636,0.6025782222695852,0.588350571210693,0.6012236303489265,0.5385709776735422,0.5785346932140117
0.6392660408769892,0.6749362451870804,0.6463095203758541,0.6551510265315255,0.5184326207103881,0.6769071594652502,0.6594214926488984,0.6561534929387068,0.6439379646163078,0.6551655416481859
0.6298364882183864,0.6498125378646656,0.6205205281920183,0.636154875097892,0.4827514005692587,0.6525901559403984,0.6295197092516134,0.6387477377414374,0.5714098129581263,0.6278860642917424
0.7022098953691378,0.7097618710478769,0.6545928188415749,0.7163428447270318,0.5202487676597015,0.7096891550680174,0.7155215648131876,0.7146168200359972,0.629209303720908,0.6676387366394888
0.6345715001545319,0.6401916236999825,0.6281597525206413,0.6409708729912504,0.48636099869299443,0.6414959901816947,0.647297059076537,0.6415527705190993,0.5863877516285564,0.6396075057559477
0.5574362920506045,0.5632218449515738,0.5537785571033241,0.5673628147223952,0.46517716265006126,0.5640561948892481,0.567544147017469,0.5706842350009497,0.5337994738554092,0.5702347573160451
0.5680630542094521,0.5633414720620304,0.5424747456479664,0.5757237357066742,0.42040476306955676,0.5706393666985519,0.5826516746113809,0.5720434601273606,0.4633922716061822,0.5496617044223027
0.5218645022935043,0.5384283227701901,0.5341364677203627,0.5346729313192539,0.4491472807106513,0.5326479128706807,0.5259806900140718,0.5345915092171798,0.5114765949756009,0.5333936977816812
0.5517186495914375,0.5549137405318523,0.5312569050667555,0.5535629496753282,0.4051400965922751,0.5456399427765545,0.5380117352937442,0.545373830679682,0.4783232858551456,0.4442506237379853
0.5885838744069295,0.5862635310822538,0.5798872198260556,0.5897457330702219,0.4993427322542309,0.5940851513453005,0.586729644431108,0.5990438938870074,0.5670554275107885,0.5942649005087351
0.6722070682584761,0.698846293706358,0.6769701016471693,0.6631960583643185,0.5205302513421677,0.6972203773862858,0.666709188985557,0.6688485304737799,0.6788626570316098,0.6687583192630908
0.6753949106055331,0.6798161664660932,0.5987289632695654,0.6663930445969202,0.5077823686928444,0.6750176765787936,0.668486445873973,0.6572956668137246,0.5848828416849011,0.6717021265320025
0.5571453563949819,0.5537044664989428,0.5422770099233507,0.5588272360773155,0.45493278691477357,0.5551341972255168,0.5606764746063764,0.5563660235264948,0.5075519452105243,0.5648615188346405
0.5702383909625298,0.5731788885960222,0.530264270618389,0.5561162535728685,0.45251930703381904,0.565810422892933,0.5570158984965019,0.5579577823688318,0.5318706187950192,0.5649335761734404
0.5418303482689403,0.5508952444822348,0.535671896776026,0.5581675252456693,0.44863145164443496,0.5552945179318153,0.5480655233581511,0.5584389187026046,0.536996249501983,0.5374630710095349
0.592997661619572,0.5964224933476829,0.5745625431400615,0.5939587819429137,0.4695902575159827,0.6014844540012457,0.6004969384664808,0.6007338249362217,0.5703862517168296,0.5911416149282617
0.6658937034294419,0.6693939789223131,0.6706953996378223,0.6795684025371556,0.4841139504523647,0.6653152803927959,0.6697108779294525,0.6668291363493569,0.5750546590986103,0.6645928569420652
0.597841259412719,0.6516774645689853,0.5840191082063928,0.59626306891009,0.48467771048743136,0.6403115675709021,0.5995697009417988,0.5877371734172138,0.5913718959129538,0.5831689373612764
0.6141679862972674,0.624582668898655,0.617591609694199,0.6156761841833522,0.448468951761456,0.6228179960754916,0.600383362688425,0.6185567307550522,0.5712670461991025,0.5320657991432927
