NMF,SVD,CoClustering,SlopeOne,NormalPredictor,BaselineOnly,KNNWithMeans_ItemBased,KNNWithMeans_UserBased,KNNBasic_ItemBased,KNNBasic_UserBased
0.6307351767124779,0.632997122558534,0.6213494874938549,0.6370101941110153,0.5,0.6321263656336106,0.6380367828803992,0.6280145866272016,0.5683206002235399,0.6440796670755345
0.6740715958637101,0.6949647220169975,0.6451051329927635,0.6684393653850081,0.5,0.6949437185318962,0.674580661617771,0.667121223471954,0.6349281618157627,0.6021001617427499
0.6098096985292121,0.6269089935649516,0.6063571169688916,0.6202846173509338,0.5,0.6282368218838171,0.6166070995865482,0.6201028550150482,0.6041993906478742,0.6218232776288972
0.5975723635430081,0.6123607635786199,0.5811066107694206,0.6075416085248395,0.5,0.6150783314285582,0.599302139522523,0.5922708662459047,0.5470765533781231,0.5977853410412449
0.6165821105756077,0.6503033852469803,0.5567990078132498,0.6243278584921348,0.5,0.6478281023158874,0.62318625692256,0.6160771776021957,0.5957459209490824,0.6269112013778269
0.6429961248290627,0.6612677848465502,0.6331066555870162,0.6580497399950362,0.5,0.6597533569794304,0.6521089152814347,0.6511867522456112,0.6011019693418925,0.6393332729409602
0.5924781388707542,0.6059513540482535,0.577198063648692,0.5907433234764614,0.5,0.602888086747321,0.5961424472220166,0.5990909635065884,0.5939722994211347,0.6007592771338567
0.6145706841422466,0.6218489217463126,0.6179052251675313,0.6244009085932821,0.5,0.6272406295361027,0.6133293310808455,0.6259179131672693,0.5643336229948167,0.603707885988794
0.6220870283846709,0.6585486056094727,0.6292714113416307,0.638300474753782,0.5,0.6605689113676834,0.6426657976279422,0.6393249584312827,0.6268515708696707,0.638315307574368
0.6457791989975321,0.6653520214615681,0.6366329913362883,0.651975825236641,0.5,0.6680693438558535,0.6454683836647124,0.6545171726170272,0.5882237448463054,0.6438652796514214
0.6849909097090767,0.6927885181493528,0.6360475372625165,0.6995914591246771,0.5,0.692713390767795,0.6987420754641149,0.6978065039436473,0.610112902456192,0.6494187637022705
0.6471303172440832,0.6526630132528349,0.6408141972766356,0.6534298746394378,0.5,0.6539466074293641,0.6596530978084281,0.6540024794106966,0.5995575411680931,0.6520881387329446
0.5915268797085786,0.5971888127270837,0.5879426261093228,0.6012357512116253,0.5,0.5980045888604926,0.6014128601948916,0.6044784090206544,0.5683007530139629,0.6040397638637452
0.6445264068370384,0.6401111274106044,0.6204412376823092,0.6516625412284874,0.5,0.6469301118378867,0.6580868992895007,0.6482385110304163,0.5434944451353574,0.6272450269029763
0.57239524535152,0.5885885683562782,0.5844031146680317,0.584926675389455,0.5,0.582949767680545,0.5764294981352129,0.5848472189335755,0.5621841475954237,0.5836780222762192
0.6437574419474509,0.6467165912434412,0.6246385814399014,0.6454664076436333,0.5,0.6381081442738079,0.6309824579945066,0.6378602454182385,0.5737901132423946,0.5399557315843765
0.5892203633284114,0.5869010902737086,0.5805275744320787,0.5903816754492289,0.5,0.5947189897293708,0.5873669908961386,0.5996752068640274,0.5677007600540553,0.5948986496061908
0.6538525719221807,0.6812761841181169,0.6587469132691163,0.6446037612356533,0.5,0.6795988982465492,0.6482079528640795,0.6504037796057275,0.6606927216439624,0.6503111707389421
0.6685327223938059,0.6730021918698479,0.5912269697915024,0.6594365136916454,0.5,0.6681514319210028,0.6615513972265967,0.6502489970666168,0.5773047398112838,0.6648006166433632
0.6011703602006554,0.5978246157525549,0.5866835876183406,0.602804239162676,0.5,0.5992153114673083,0.6045995693966077,0.6004129369067523,0.5525476209894223,0.6086582441439713
0.6161693992559361,0.6190056015634522,0.5773006491802624,0.6025044789746522,0.5,0.6118925818984589,0.6033771597433623,0.6042904974054675,0.5788738915454151,0.6110448238654537
0.5924046731848421,0.6012054210245,0.5864071108868232,0.6082423688903655,0.5,0.6054648175878786,0.5984616424144692,0.6085045777590494,0.5876981363982918,0.5881530441794972
0.6220270174272404,0.6253618996116805,0.604028774707687,0.6229631722505072,0.5,0.6302858869851378,0.629325758382044,0.6295560960148331,0.5999403339288641,0.6202185696092661
0.6798834962841235,0.6833069120313279,0.6845793716891386,0.6932493742713477,0.5,0.6793176292773653,0.683616778130168,0.6807985363277083,0.5905090449323311,0.6786108299081077
0.612488996462843,0.6654615926549803,0.5988324638598725,0.6109308792754314,0.5,0.6543068830314192,0.6141951098702312,0.6025082415197828,0.6061000140398248,0.5979917283310836
0.6618893279434669,0.6717044327975461,0.6651203913483227,0.6633132468722087,0.5,0.6700442449644963,0.6488348045551354,0.6660304253429385,0.6210203225539022,0.5830479389590177
0.6002839278040493,0.6315235814346789,0.6006001683902581,0.6048259343448205,0.5,0.6270595940520565,0.6043920140413458,0.6113319787373398,0.6004592976035884,0.5871309329769738
0.6097371080019309,0.619998849482161,0.595043954458719,0.6350609561554524,0.5,0.6298934381732506,0.6322549445435937,0.6185297294031998,0.5710693547499199,0.630059231580091
0.532921888548157,0.5747465440300251,0.524351167370444,0.5548413297787359,0.5,0.5776891247420709,0.537718430527075,0.5602154718343734,0.5720463445457957,0.5471697273578755
0.6204533892427917,0.651548247512403,0.5866334580784346,0.6424912028791548,0.5,0.6557239080111563,0.636245292765833,0.6303712712256239,0.5873224526829014,0.6424637423780122
0.607992593617901,0.6163553402271669,0.5905492092099273,0.5954949229688627,0.5,0.6144850924829808,0.5863598335301521,0.6023275882819724,0.5962200185752023,0.5765014980000553
0.6082327681586975,0.6194650753729147,0.6004999574500741,0.6011847408996364,0.5,0.62014647144177,0.6070465634475057,0.6142743371759241,0.5972678208069342,0.6097792552162702
0.6377849662432334,0.6403664429737216,0.6335574563605495,0.6443312834346249,0.5,0.6461917936745176,0.6457647733614519,0.6501448385614291,0.6124654461713306,0.6221643008434427
0.5628863949092299,0.5767069826772486,0.5703122431764706,0.5793685855701459,0.5,0.5880825305519083,0.5818287479648491,0.5798930083647369,0.5436831362815018,0.5795212965330294
0.6045370680466587,0.6035931936588571,0.5990709397671897,0.6043455380542886,0.5,0.6012716953475908,0.5925333407413327,0.6060725988642961,0.5716290653058438,0.6046184471437319
0.6244853442658079,0.6264761060933938,0.6135933262212628,0.625482319071428,0.5,0.6289937918808758,0.6130627785251157,0.6208533637620105,0.6186849601664657,0.5738398320727673
0.6236497643158682,0.6162363112261603,0.6248717051826433,0.6267479220928006,0.5,0.6132709160918495,0.620201336464753,0.6172444302945512,0.564399624151779,0.6111575976015006
0.6021030002181105,0.6395565866112629,0.5743558800714459,0.618379056365597,0.5,0.6379866562447574,0.6152844961454991,0.6146636343565801,0.6322386960361909,0.5635673504553489
0.5610151505282158,0.541656715151979,0.538842540581329,0.5220986906038062,0.5,0.5438158779498765,0.5266780708092879,0.5325821197140109,0.5624590810609857,0.5239636657683815
0.6569302096063797,0.6604163073471915,0.6535568943572468,0.6536406810655543,0.5,0.6617421777387429,0.659108886002251,0.6572256109548151,0.6278515503889185,0.6461822724941569
0.6136558528327203,0.6260230243607914,0.591572371039682,0.6218173616843164,0.5,0.6231707607146965,0.6065693080979947,0.6116015313902476,0.5701293698484552,0.6094546310436804
0.6295972113206603,0.6528337438924805,0.6235094735734643,0.6476800966532856,0.5,0.6476007742259469,0.5910298766724621,0.6437438560637818,0.5645665210032185,0.6441523531115715
0.7163303098735537,0.7173753607838567,0.7103415984414339,0.724748865016592,0.5,0.7163966742879493,0.7097873459812509,0.7286510131014967,0.6829122140038589,0.7131036016128653
0.6791622145516857,0.695009795630229,0.6666187074472789,0.7003638117597175,0.5,0.7015837464354765,0.697058354132447,0.6972438020193723,0.6677367775536632,0.695431668970222
0.6359488828630168,0.6350421396763253,0.642652264668913,0.650978748024994,0.5,0.6335426885217346,0.6481466903257757,0.638485963585062,0.5696047529577996,0.6537731125932115
0.6111859088707882,0.6224666973475754,0.6027516259192852,0.6232020730668302,0.5,0.620416318514087,0.6255211010688806,0.6279488853176421,0.6024719209052186,0.6174173086844494
0.6721092937952782,0.6734548015839025,0.6779113875061084,0.6794442472433796,0.5,0.685344018597095,0.6767316807419483,0.6837933663509341,0.6237321283251872,0.6294886418743146
0.6582788960269413,0.6859582270164234,0.6142945001112458,0.6532379894331553,0.5,0.6859000014276734,0.6647501161841569,0.6706266355801058,0.6519423371396206,0.6505508861075664
0.5922041266145633,0.6099748694009096,0.5989061150399716,0.6096190985365861,0.5,0.6015365943584935,0.607284441055954,0.607332692398643,0.5518888757627206,0.6143838442095002
