movieId,mean_rating,std_rating,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,count_users,rated_by_group,rated_by_all_groups
104,3.4224137931034484,0.8973729892924546,0,0,1,1,5,3,13,15,12,2,6,58,365,"232, 480, 555, 365"
180,3.239130434782609,1.021024053868015,0,1,0,0,4,2,2,4,8,2,0,23,365,"215, 365"
216,3.3142857142857145,1.0437891541491164,0,0,2,0,4,1,11,5,7,0,5,35,365,"1, 555, 435, 365"
260,4.25531914893617,0.8672967470343779,0,0,1,1,4,4,8,9,38,16,60,141,365,"232, 156, 1, 480, 215, 152, 555, 302, 290, 365, 62, 262"
318,4.462209302325581,0.6925010206048016,0,0,1,0,1,0,10,10,38,25,87,172,365,"232, 156, 480, 215, 94, 152, 555, 435, 300, 290, 365, 62, 262"
333,3.8125,1.1198358174592007,0,0,1,0,2,1,8,3,5,0,12,32,365,"1, 555, 435, 365"
356,4.125,0.8443086774735546,0,1,1,0,5,0,21,15,55,22,56,176,365,"232, 153, 156, 1, 480, 215, 94, 555, 300, 365, 62, 286"
508,3.6578947368421053,0.7632192058561987,0,0,0,0,2,1,10,5,14,2,4,38,365,"480, 365, 286"
541,4.036585365853658,1.038697212872987,0,1,1,1,3,3,7,9,19,8,30,82,365,"156, 480, 152, 555, 290, 359, 365"
593,4.135761589403973,0.8562199383227752,0,2,0,0,2,5,14,9,52,19,48,151,365,"156, 1, 480, 215, 94, 152, 555, 300, 290, 359, 365, 62, 286, 262"
1196,4.228813559322034,0.8639109734636918,0,1,0,0,3,3,12,3,32,19,45,118,365,"232, 153, 1, 480, 215, 555, 290, 365, 62"
1197,4.25,0.853140141633145,0,0,0,2,1,2,4,9,17,13,32,80,365,"232, 1, 480, 215, 555, 365"
1259,3.9705882352941178,0.757705514734335,0,0,0,0,1,0,9,10,14,5,12,51,365,"153, 480, 215, 555, 290, 365"
1265,3.9125,0.8410925685444852,0,0,1,0,0,5,14,9,25,8,18,80,365,"232, 156, 1, 480, 555, 365, 62"
1380,2.9651162790697674,1.1411948043149114,0,2,3,1,5,3,12,6,6,3,2,43,365,"232, 153, 480, 365"
1393,3.54,0.8738841281244071,0,0,2,1,1,2,9,11,16,6,2,50,365,"156, 480, 555, 365"
1527,3.798507462686567,0.8167735002441253,0,0,0,0,2,6,11,8,21,9,10,67,365,"48, 480, 555, 365, 286"
1610,3.851063829787234,0.971970732343747,0,2,0,0,0,1,7,5,18,6,8,47,365,"480, 365, 62"
1704,4.102409638554217,0.7189042990033356,0,0,0,0,0,2,11,11,25,12,22,83,365,"153, 156, 480, 215, 300, 290, 359, 346, 365, 62"
1777,3.40625,0.8929608234732722,0,1,0,0,2,2,8,6,9,3,1,32,365,"232, 1, 480, 215, 555, 365"
1961,3.7758620689655173,0.7618791046583063,0,0,0,1,2,1,10,8,24,6,6,58,365,"232, 153, 156, 480, 290, 359, 365, 62, 286"
1968,3.7857142857142856,0.8831499969148452,0,0,0,1,3,4,9,8,22,4,12,63,365,"156, 480, 215, 555, 346, 365"
2005,3.6184210526315788,0.8255564096358008,0,0,0,0,2,4,8,5,10,6,3,38,365,"232, 153, 1, 480, 215, 365"
2144,3.5344827586206895,0.8653140891643935,0,0,0,1,1,1,10,4,6,3,3,29,365,"156, 215, 555, 365"
2291,3.6704545454545454,0.5801281115346952,0,0,0,0,1,1,9,9,20,3,1,44,365,"232, 153, 1, 480, 365"
2324,4.113207547169812,0.9232129798133207,0,0,0,0,4,1,5,5,10,10,18,53,365,"153, 480, 215, 300, 359, 365"
2572,3.546875,1.0652833562166726,0,1,1,0,0,3,8,3,8,4,4,32,365,"153, 480, 555, 365, 286"
2716,3.7532467532467533,0.8414561963744467,0,0,0,1,4,2,14,14,24,5,13,77,365,"232, 156, 1, 480, 365"
2804,3.875,0.9737629515001511,0,0,1,0,2,0,5,6,11,1,10,36,365,"232, 480, 555, 365"
2858,4.009009009009009,0.9486401319352349,0,0,5,0,1,2,9,13,38,13,30,111,365,"153, 156, 1, 480, 215, 152, 555, 300, 290, 359, 346, 365"
2918,3.877049180327869,0.7109602526684013,0,0,0,1,0,2,7,13,24,5,9,61,365,"232, 156, 480, 215, 555, 365"
3081,3.4285714285714284,0.9536286832437595,0,1,0,2,3,0,9,8,15,1,3,42,365,"480, 365"
3147,4.221311475409836,0.6552645150620119,0,0,0,0,0,1,3,10,20,8,19,61,365,"232, 1, 480, 215, 555, 365, 62, 286"
3252,3.7666666666666666,0.8423323628614833,0,0,0,1,0,0,2,3,5,3,1,15,365,"480, 215, 365, 62"
3421,3.7972972972972974,0.8203950560845964,0,0,0,0,1,1,10,5,11,1,8,37,365,"480, 555, 290, 365"
3578,3.913265306122449,0.9765959980053206,0,1,1,2,3,3,10,15,24,16,23,98,365,"232, 156, 1, 480, 435, 365, 62, 286"
3752,3.14,0.7571877794400365,0,0,0,1,4,1,6,7,6,0,0,25,365,"480, 365, 62"
3753,3.4625,1.151295257191121,0,2,1,0,4,1,6,4,13,6,3,40,365,"232, 480, 365"
3785,2.706896551724138,1.1841003319225585,0,2,1,3,6,2,5,3,5,1,1,29,365,"480, 365"
3793,3.7341772151898733,0.8390907893711681,0,1,0,0,3,3,13,16,26,6,11,79,365,"232, 48, 1, 480, 555, 365, 62"
3882,2.475,1.0939426522061335,0,2,1,1,4,4,4,1,2,1,0,20,365,"232, 480, 365"
3948,3.3727272727272726,0.9340185075203663,0,0,2,0,5,7,8,11,14,5,3,55,365,"232, 153, 480, 365, 62"
3996,3.769230769230769,0.9315516419063742,0,1,1,0,2,3,9,11,17,13,8,65,365,"232, 156, 480, 365"
4022,3.745614035087719,0.8024672168289576,0,0,0,0,3,3,8,14,15,6,8,57,365,"232, 480, 365, 286"
4027,3.725,1.067330743141149,0,1,1,1,4,2,8,7,19,4,13,60,365,"232, 156, 480, 365"
4054,2.642857142857143,1.4351041110399656,0,1,1,0,0,1,1,2,0,1,0,7,365,365
4226,4.127906976744186,0.8159658532057644,0,1,0,1,1,0,7,11,22,23,20,86,365,"232, 153, 156, 480, 215, 365, 286"
4239,3.6551724137931036,0.8029348874582152,0,0,0,1,0,2,6,5,10,2,3,29,365,"480, 365"
4306,3.797169811320755,0.9329377611221357,0,0,2,2,5,3,14,14,33,16,17,106,365,"232, 153, 480, 359, 365, 62, 286"
4447,2.9864864864864864,0.9390190396135516,0,1,1,4,0,7,5,11,8,0,0,37,365,"232, 480, 365"
4643,2.772727272727273,1.1116633728541454,0,2,2,1,6,3,8,3,7,0,1,33,365,"232, 480, 365"
4886,3.8141025641025643,0.7301884401818192,0,0,0,1,2,1,14,12,28,13,7,78,365,"232, 48, 480, 365"
4896,3.6901408450704225,0.8958882152171609,0,0,0,1,4,5,12,14,18,4,13,71,365,"232, 291, 153, 480, 365, 62"
