movieId,mean_rating,std_rating,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,count_users,rated_by_group,rated_by_all_groups
31,3.227272727272727,0.9602488854864253,0,1,0,1,0,2,8,2,7,0,1,22,3,3
527,4.221739130434782,0.929986097679116,0,2,1,0,3,1,6,8,32,18,44,115,"3, 62, 286","232, 153, 1, 480, 215, 152, 300, 290, 359, 346, 3, 62, 286"
647,3.5526315789473686,1.0787690624311024,0,1,0,0,1,0,5,2,7,0,3,19,3,"290, 3"
688,2.4166666666666665,1.2006942436218584,0,1,0,0,2,0,2,0,1,0,0,6,3,3
720,4.035714285714286,1.307732707843937,0,1,0,0,1,0,0,0,6,0,6,14,3,"555, 3"
849,2.977272727272727,1.0174345974917307,0,0,1,1,5,0,8,1,4,1,1,22,3,"555, 3"
914,3.8636363636363638,0.9281550848171125,0,1,0,0,0,0,3,1,11,4,2,22,3,"315, 3"
1093,3.3461538461538463,1.0175385080598254,0,1,1,0,0,2,8,4,7,1,2,26,3,3
1124,3.6818181818181817,1.365150674334655,0,1,0,0,1,0,0,2,4,0,3,11,3,"555, 3"
1263,3.7115384615384617,1.1762064183048562,0,1,1,1,0,0,3,3,10,2,5,26,3,"156, 480, 290, 3"
1272,4.270833333333333,1.052731092740776,0,1,0,0,0,0,2,2,5,2,12,24,3,"156, 3"
1275,3.838709677419355,1.1059467797185778,0,0,0,2,1,3,3,3,7,2,10,31,3,"1, 480, 555, 3"
1302,3.5441176470588234,1.1306182745336497,0,2,0,0,2,1,8,3,10,3,5,34,3,"232, 480, 3"
1371,2.962962962962963,0.7586162241203225,0,0,1,0,4,2,14,1,4,1,0,27,3,"555, 3"
1587,3.4523809523809526,1.0943578243056735,0,0,1,0,2,2,5,1,5,2,3,21,3,"1, 555, 3"
2018,3.2954545454545454,0.9959332893739002,0,1,0,1,0,1,8,4,5,0,2,22,3,"232, 1, 480, 555, 3"
2080,3.3448275862068964,1.035990280875726,0,1,1,0,2,1,6,8,7,0,3,29,3,"232, 153, 156, 480, 3"
2090,3.227272727272727,1.2116855277595,0,1,0,0,1,0,4,0,4,0,1,11,3,"1, 3"
2105,3.40625,0.7233156184342819,0,0,0,0,3,0,13,4,9,2,1,32,3,"1, 555, 3"
2288,3.9482758620689653,1.0884526007316115,0,1,0,0,2,0,3,2,10,2,9,29,3,"555, 3"
2424,3.0441176470588234,1.2695003017103936,0,2,3,2,2,1,6,6,8,2,2,34,3,"480, 555, 359, 3"
2851,3.3333333333333335,1.5275252316519468,0,0,0,0,1,0,1,0,0,0,1,3,3,3
3024,2.75,1.1726039399558574,0,0,1,0,1,0,3,0,0,1,0,6,3,"555, 3"
3210,3.25,1.008889063701824,0,1,0,1,2,1,4,3,9,1,0,22,3,"480, 215, 555, 3"
3703,4.113636363636363,0.7704639632161381,0,0,0,0,0,0,5,1,7,2,7,22,3,"1, 480, 555, 290, 3"
3949,3.759259259259259,1.0804468884152674,0,3,0,0,1,2,8,5,17,10,8,54,"3, 62","232, 153, 480, 346, 3, 62"
4518,3.75,1.7677669529663689,0,0,0,0,0,1,0,0,0,0,1,2,3,3
5048,2.3333333333333335,1.7224014243685084,0,2,0,0,1,0,2,0,0,0,1,6,3,3
5181,5.0,,0,0,0,0,0,0,0,0,0,0,1,1,3,3
5746,5.0,,0,0,0,0,0,0,0,0,0,0,1,1,3,3
5764,4.5,,0,0,0,0,0,0,0,0,0,1,0,1,3,3
5919,4.5,0.7071067811865476,0,0,0,0,0,0,0,0,1,0,1,2,3,3
6238,2.875,1.3024701806293193,0,1,0,1,0,1,1,1,3,0,0,8,3,3
6835,5.0,,0,0,0,0,0,0,0,0,0,0,1,1,3,3
7899,4.5,,0,0,0,0,0,0,0,0,0,1,0,1,3,3
7991,3.6666666666666665,1.5275252316519468,0,0,0,0,1,0,0,0,1,0,1,3,3,3
26409,2.75,2.4748737341529163,0,0,1,0,0,0,0,0,0,1,0,2,3,3
70946,5.0,,0,0,0,0,0,0,0,0,0,0,1,1,3,3
