user,difficulty,response
1,0.79028404,0.4811903708475212
100,0.47609535,0.5295937645884379
101,0.47977420000000004,0.5717483636548796
102,0.41925654,0.6286135632283096
103,0.51699555,0.5568546013695883
104,0.47877586,0.5598156008409677
105,0.48678663,0.5371394233775344
106,0.44833100000000004,0.5211384189185724
107,0.4815695,0.5696970530541517
108,0.5171581000000001,0.4619730798294085
11,0.53930336,0.478287396904421
110,0.47851437,0.5572308660968358
111,0.48440874,0.4571224032380467
113,0.50179106,0.4671411120247874
114,0.48758900000000005,0.5574669577082936
116,0.47533226,0.4624019301138021
117,0.5057172999999999,0.6068422972176752
119,0.48978618,0.5275800721261723
12,0.5298562,0.44556697423196295
121,0.46128738,0.6020621427032721
123,0.41733859999999995,0.7236820831354828
128,0.4385367,0.5834040720187318
129,0.44221336,0.5433060432418311
131,0.43418777,0.5624128403035501
132,0.50771,0.5214783787229348
134,0.4529212,0.5314394400239132
136,0.50296384,0.48032777958120204
137,0.5160794,0.5068885461567072
139,0.5653149000000001,0.38859630675146856
14,0.49105698,0.5764593317202247
140,0.5216522,0.5474898485045526
141,0.4689144,0.5531557594511162
142,0.44098514,0.6768595826664355
144,0.47600225,0.6258165119129083
146,0.44939629999999997,0.593154103730869
148,0.45980066,0.5869869640701421
149,0.49029046,0.4630056832247675
152,0.77177614,0.6379344106808245
153,0.45716232,0.3273379370796585
154,0.5080089,0.4900643574346623
155,0.53213584,0.4793347094771242
156,0.5077470000000001,0.5546350539437642
16,0.43353236,0.632327032348711
162,0.50071186,0.4851275003478664
165,0.44810495,0.6043738620704375
166,0.43462175,0.5797106262056975
167,0.46983528,0.5118366251395857
177,0.5224108000000001,0.5315707721351612
178,0.5416875,0.5525619874472929
183,0.5192945,0.5628308520999654
19,0.51635337,0.48139852375427394
190,0.46282476,0.6112192486833131
191,0.57729083,0.4262009901127064
195,0.50420773,0.5344869954329236
196,0.4978875,0.5798035931692398
197,0.49084863,0.4938132197069761
202,0.466563,0.6019750818593669
21,0.4798656,0.4860208737514378
