user,difficulty,response
1,0.79028404,0.5682494026334499
100,0.47609535,0.5540625640511503
101,0.47977420000000004,0.5833656837567751
102,0.41925654,0.6258027362473727
103,0.51699555,0.5859892890005898
104,0.47877586,0.5541459543988289
105,0.48678663,0.548849399957314
106,0.44833100000000004,0.5251887591950873
107,0.4815695,0.6016062888548819
108,0.5171581000000001,0.4833447403531279
11,0.53930336,0.506247392956316
110,0.47851437,0.5457781164415723
111,0.48440874,0.4555572074546525
113,0.50179106,0.4564930582565575
114,0.48758900000000005,0.5827964665140062
116,0.47533226,0.4604172582703421
117,0.5057172999999999,0.6153061668970374
119,0.48978618,0.602278490265313
12,0.5298562,0.5451072678007034
121,0.46128738,0.6427662998419719
123,0.41733859999999995,0.7048577767805231
128,0.4385367,0.6176595981532519
129,0.44221336,0.5520890486053599
131,0.43418777,0.6494723606740422
132,0.50771,0.5836533086188458
134,0.4529212,0.5285544914963048
136,0.50296384,0.4811832094691046
137,0.5160794,0.5073477746958518
139,0.5653149000000001,0.5447788523801587
14,0.49105698,0.5851223844669968
140,0.5216522,0.544579994850234
141,0.4689144,0.5558387578796463
142,0.44098514,0.6949107850524266
144,0.47600225,0.6175311479186953
146,0.44939629999999997,0.5561380158541734
148,0.45980066,0.5768924054478011
149,0.49029046,0.5346757655165468
152,0.77177614,0.6156456283085121
153,0.45716232,0.4167494798972067
154,0.5080089,0.5311988984365651
155,0.53213584,0.4739214613940872
156,0.5077470000000001,0.5503780135689875
16,0.43353236,0.6557298306071462
162,0.50071186,0.5350967250748122
165,0.44810495,0.5921776646560053
166,0.43462175,0.6014936998339486
167,0.46983528,0.5148811943970996
177,0.5224108000000001,0.5290375000706378
178,0.5416875,0.5417719111982474
183,0.5192945,0.5535951434078156
19,0.51635337,0.5256611783025031
190,0.46282476,0.5998825749732535
191,0.57729083,0.4277909802710421
195,0.50420773,0.5211657792747992
196,0.4978875,0.5577855775068347
197,0.49084863,0.5035876241029564
202,0.466563,0.5970101342009482
21,0.4798656,0.4822415294070616
211,0.45025688,0.6829292863269045
212,0.43825272,0.5810481101506234
213,0.5182417,0.5696293794635989
215,0.72290456,0.5322702173932455
22,0.5487652,0.3934331742169567
220,0.5094286,0.4811975040550705
221,0.48208199999999995,0.5757706495158372
