BaselineOnly,CoClustering,KNNBasic_Itembased,KNNBasic_Userbased,KNNWithMeans_Itembased,KNNWithMeans_Userbased,NMF,NormalPredictor,SlopeOne,SVD
0.9365071016905502,0.9372222677838894,0.9250873753830168,0.9444154888123144,0.938271855097313,0.9363048879071498,0.9375056325353898,0.933029179215274,0.938073964809822,0.9361391464579579
0.942591804064541,0.9323501468454494,0.9302481381993506,0.9268369233936736,0.9373437305944439,0.9354742884573548,0.9379986847441835,0.9263460203843658,0.9363564233757941,0.9430275263354695
0.9356575089388627,0.9349829078494512,0.9347712205527465,0.9398051928922091,0.9345593570858364,0.9337181639063598,0.9344394641119534,0.934734777041912,0.9350564493546262,0.9351458630758548
0.9221206644286409,0.9159559138119098,0.9073583755355252,0.9228572811607525,0.9175227666348655,0.9151443781147537,0.9190084707648609,0.9237204937007946,0.9193070671224168,0.9213287259475753
0.945601789813377,0.9299897404280685,0.940072866262055,0.9462059653724811,0.9411427486866963,0.9407505725812907,0.9413576029165911,0.9348640643407242,0.9424072115470481,0.9458458669887538
0.9399621122140795,0.9364884234810498,0.9320944455862286,0.9417478962044548,0.9398606783988348,0.9398725103057931,0.9382837305523923,0.9331037680415117,0.941666620286504,0.9422926581422062
0.9297346337556694,0.9266231351212272,0.9329471578331803,0.9344990032483141,0.9287625116738486,0.9303245718686259,0.9307030528421882,0.9361469921520146,0.9280287110098885,0.9303409556583643
0.933586120896653,0.9345819413747037,0.9227442704261756,0.9338466028822615,0.9309333791551357,0.9339238361510709,0.9362652980726429,0.9359828967342914,0.9331025490076588,0.9319722015379157
0.9497850226954957,0.9469059864192981,0.9477102020391007,0.9510337280812707,0.9478047949064435,0.9469761132192779,0.9465346511089257,0.9446302279894621,0.9468271232190189,0.9495363589043726
0.9433604832208298,0.9422078698000881,0.9281126501374193,0.9463581921245601,0.9419764876469009,0.9429734149183611,0.9426980886092491,0.9366044702862732,0.943510219807433,0.9433505453215193
0.958297132931451,0.949175607974472,0.9452855333021163,0.954759659060727,0.9593512929590868,0.9597436133332694,0.9586606538689474,0.9431782321720326,0.9593777814961122,0.9580882865600406
0.941434739650338,0.9424953551970767,0.9326283176017114,0.9451331292149723,0.9424326844364468,0.9415969929729865,0.9427828319576356,0.9299362292206126,0.9427223567643009,0.9424783940591849
0.9210202395312171,0.9237861081772598,0.9171756887091257,0.9292290580692,0.9206453550046879,0.923181416600389,0.9219051524915244,0.9270620731162488,0.9221118595559669,0.9212964240489704
0.9249526402675995,0.9220158033642241,0.8993799548596988,0.9254378870531386,0.928526547817187,0.9245261966619618,0.9294935341424909,0.9171318140497876,0.9270044890538168,0.9238563495134149
0.9114157957573779,0.9136106382048967,0.911392075208062,0.919167594646077,0.9098618067552506,0.9125497436430131,0.9115202403438056,0.9293942170832844,0.9140441419942948,0.9084241174548865
0.9181801723327188,0.922197373088638,0.9048595579075015,0.8884177907261288,0.9155092083913527,0.9189176727581081,0.9216740342686522,0.9079275528920413,0.9219070151647525,0.9205454049064046
0.9294838016099332,0.931949180370702,0.9284166605906804,0.936296728701437,0.9301782948138185,0.9319224870006124,0.9334456557536035,0.9324623041358665,0.9304001787697159,0.9289600494930015
0.955562253406971,0.9524136013931868,0.956207664952202,0.954244987660841,0.9497239676072916,0.9496419419295723,0.9488150175745969,0.9422483581382679,0.9492694986527281,0.9565216444776992
0.9508449907952201,0.933689223563002,0.9345042845450051,0.9552743304606129,0.951068961590263,0.9486610435317191,0.9493697013094898,0.9419848109522275,0.9507428025433851,0.9522820202857958
0.917273940064252,0.9224243352441555,0.9121706385639744,0.9263512475656123,0.9207318750854638,0.9193843905441833,0.919794272722626,0.9238995068837654,0.9207252206000545,0.9193583101326717
0.9212872543960332,0.9217056217516837,0.9189107727594449,0.928199715269428,0.9209363770945707,0.9225011160986522,0.9243318938316812,0.9242575332497069,0.9212136956867963,0.9227580849608457
0.9188922119722283,0.9202228023356367,0.9187624749773663,0.9191385990742524,0.9171924172355391,0.9217021585326588,0.9207649692586888,0.9269874842900109,0.9206937060783292,0.9182358191561486
0.9313529056636457,0.931510386870035,0.9272747676686754,0.936296728701437,0.9311772084736861,0.9322784581933817,0.9333763202867419,0.9288223694154611,0.9309595615303397,0.9309789181558126
0.9464999307223038,0.9515889722281403,0.930314872201286,0.9524980044584112,0.949826218611845,0.9489220890730833,0.9507564106467222,0.9330043162731947,0.951822174912476,0.9468795277441132
0.9443961772419346,0.9331974722260477,0.9365433790485853,0.9348107056454282,0.932341296833217,0.9314636796854876,0.9309418750058227,0.9344115587948815,0.9327322533773867,0.9456036027492165
